RoundNum,OppNum,Side,PD,TeamNum,Ballot_Result,TotalWins,TotalTies,TotalLosses,TotalBallots,TotalCS,TotalOCS,TotalPD,Rank,TeamName,OppName,EarnedBid,EarnedHonorableMention,WonSPAMTA,SPAMTAHonorableMention,SPAMTARanks,Student0,Role0,Ranks0,Side0,Student1,Role1,Ranks1,Side1,Student2,Role2,Ranks2,Side2,Student3,Role3,Ranks3,Side3,name,host,location,start_date,end_date,level,year,amta_rep_0,amta_rep_1,tab_note_0,tab_note_1
1,1337,Δ,12,1292,Win,3,0,5,3.0,14.0,59.0,-24,15,Kennesaw State University A 8/16/2019,Kennesaw State University A 8/16/2019,False,False,False,False,,Madeline Bodiford ,Attorney,20,∏,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1473,Π,-12,1292,Loss,3,0,5,3.0,14.0,59.0,-24,15,Kennesaw State University A 8/16/2019,Kennesaw State University A 8/16/2019,False,False,False,False,,Madeline Bodiford ,Attorney,20,∏,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1473,Π,-21,1292,Loss,3,0,5,3.0,14.0,59.0,-24,15,Kennesaw State University A 8/16/2019,Kennesaw State University A 8/16/2019,False,False,False,False,,Madeline Bodiford ,Attorney,20,∏,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1341,Π,1,1292,Win,3,0,5,3.0,14.0,59.0,-24,15,Kennesaw State University A 8/16/2019,Kennesaw State University A 8/16/2019,False,False,False,False,,Madeline Bodiford ,Attorney,20,∏,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1341,Π,3,1292,Win,3,0,5,3.0,14.0,59.0,-24,15,Kennesaw State University A 8/16/2019,Kennesaw State University A 8/16/2019,False,False,False,False,,Madeline Bodiford ,Attorney,20,∏,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1322,Δ,-1,1292,Loss,3,0,5,3.0,14.0,59.0,-24,15,Kennesaw State University A 8/16/2019,Kennesaw State University A 8/16/2019,False,False,False,False,,Madeline Bodiford ,Attorney,20,∏,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1322,Δ,-3,1292,Loss,3,0,5,3.0,14.0,59.0,-24,15,Kennesaw State University A 8/16/2019,Kennesaw State University A 8/16/2019,False,False,False,False,,Madeline Bodiford ,Attorney,20,∏,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1242,Δ,-3,1322,Loss,2,1,5,2.5,15.5,74.5,-65,17,"University of North Carolina, Charlotte A 8/20/2019","University of North Carolina, Charlotte A 8/20/2019",False,False,False,False,,Patrick Cole ,Witness,16,∏,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1242,Δ,4,1322,Win,2,1,5,2.5,15.5,74.5,-65,17,"University of North Carolina, Charlotte A 8/20/2019","University of North Carolina, Charlotte A 8/20/2019",False,False,False,False,,Patrick Cole ,Witness,16,∏,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1508,Π,-14,1322,Loss,2,1,5,2.5,15.5,74.5,-65,17,"University of North Carolina, Charlotte A 8/20/2019","University of North Carolina, Charlotte A 8/20/2019",False,False,False,False,,Patrick Cole ,Witness,16,∏,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1508,Π,-15,1322,Loss,2,1,5,2.5,15.5,74.5,-65,17,"University of North Carolina, Charlotte A 8/20/2019","University of North Carolina, Charlotte A 8/20/2019",False,False,False,False,,Patrick Cole ,Witness,16,∏,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1340,Δ,0,1322,Tie,2,1,5,2.5,15.5,74.5,-65,17,"University of North Carolina, Charlotte A 8/20/2019","University of North Carolina, Charlotte A 8/20/2019",False,False,False,False,,Patrick Cole ,Witness,16,∏,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1340,Δ,10,1322,Win,2,1,5,2.5,15.5,74.5,-65,17,"University of North Carolina, Charlotte A 8/20/2019","University of North Carolina, Charlotte A 8/20/2019",False,False,False,False,,Patrick Cole ,Witness,16,∏,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1053,Π,-18,1322,Loss,2,1,5,2.5,15.5,74.5,-65,17,"University of North Carolina, Charlotte A 8/20/2019","University of North Carolina, Charlotte A 8/20/2019",False,False,False,False,,Patrick Cole ,Witness,16,∏,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1053,Π,-29,1322,Loss,2,1,5,2.5,15.5,74.5,-65,17,"University of North Carolina, Charlotte A 8/20/2019","University of North Carolina, Charlotte A 8/20/2019",False,False,False,False,,Patrick Cole ,Witness,16,∏,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1245,Π,15,1337,Win,4,0,4,4.0,18.5,78.0,-56,23,University of North Alabama A 8/21/2019,University of North Alabama A 8/21/2019,False,False,False,False,,Ben Geller ,Attorney,19,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1245,Π,7,1337,Win,4,0,4,4.0,18.5,78.0,-56,23,University of North Alabama A 8/21/2019,University of North Alabama A 8/21/2019,False,False,False,False,,Ben Geller ,Attorney,19,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1152,Δ,-16,1337,Loss,4,0,4,4.0,18.5,78.0,-56,23,University of North Alabama A 8/21/2019,University of North Alabama A 8/21/2019,False,False,False,False,,Ben Geller ,Attorney,19,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1152,Δ,-20,1337,Loss,4,0,4,4.0,18.5,78.0,-56,23,University of North Alabama A 8/21/2019,University of North Alabama A 8/21/2019,False,False,False,False,,Ben Geller ,Attorney,19,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1238,Δ,-17,1337,Loss,4,0,4,4.0,18.5,78.0,-56,23,University of North Alabama A 8/21/2019,University of North Alabama A 8/21/2019,False,False,False,False,,Ben Geller ,Attorney,19,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1238,Δ,-29,1337,Loss,4,0,4,4.0,18.5,78.0,-56,23,University of North Alabama A 8/21/2019,University of North Alabama A 8/21/2019,False,False,False,False,,Ben Geller ,Attorney,19,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1282,Π,1,1337,Win,4,0,4,4.0,18.5,78.0,-56,23,University of North Alabama A 8/21/2019,University of North Alabama A 8/21/2019,False,False,False,False,,Ben Geller ,Attorney,19,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1282,Π,3,1337,Win,4,0,4,4.0,18.5,78.0,-56,23,University of North Alabama A 8/21/2019,University of North Alabama A 8/21/2019,False,False,False,False,,Ben Geller ,Attorney,19,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1282,Π,3,1340,Win,2,1,5,2.5,16.5,75.5,-59,26,Flagler College A 8/22/2019,Flagler College A 8/22/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1282,Π,-12,1340,Loss,2,1,5,2.5,16.5,75.5,-59,26,Flagler College A 8/22/2019,Flagler College A 8/22/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1281,Δ,-22,1340,Loss,2,1,5,2.5,16.5,75.5,-59,26,Flagler College A 8/22/2019,Flagler College A 8/22/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1281,Δ,-23,1340,Loss,2,1,5,2.5,16.5,75.5,-59,26,Flagler College A 8/22/2019,Flagler College A 8/22/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1532,Π,-7,1340,Loss,2,1,5,2.5,16.5,75.5,-59,26,Flagler College A 8/22/2019,Flagler College A 8/22/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1532,Π,10,1340,Win,2,1,5,2.5,16.5,75.5,-59,26,Flagler College A 8/22/2019,Flagler College A 8/22/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1341,Δ,0,1340,Tie,2,1,5,2.5,16.5,75.5,-59,26,Flagler College A 8/22/2019,Flagler College A 8/22/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1341,Δ,-8,1340,Loss,2,1,5,2.5,16.5,75.5,-59,26,Flagler College A 8/22/2019,Flagler College A 8/22/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1508,Δ,-16,1341,Loss,2,1,5,2.5,18.5,81.5,-59,29,Flagler College B,Flagler College B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1508,Δ,1,1341,Win,2,1,5,2.5,18.5,81.5,-59,29,Flagler College B,Flagler College B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1403,Π,-17,1341,Loss,2,1,5,2.5,18.5,81.5,-59,29,Flagler College B,Flagler College B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1403,Π,-19,1341,Loss,2,1,5,2.5,18.5,81.5,-59,29,Flagler College B,Flagler College B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1292,Π,0,1341,Tie,2,1,5,2.5,18.5,81.5,-59,29,Flagler College B,Flagler College B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1292,Π,-10,1341,Loss,2,1,5,2.5,18.5,81.5,-59,29,Flagler College B,Flagler College B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1532,Δ,3,1341,Win,2,1,5,2.5,18.5,81.5,-59,29,Flagler College B,Flagler College B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1532,Δ,-1,1341,Loss,2,1,5,2.5,18.5,81.5,-59,29,Flagler College B,Flagler College B,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1152,Π,-17,1402,Loss,2,1,5,2.5,16.0,71.0,-23,10,University of South Carolina A 8/12/2019,University of South Carolina A 8/12/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1152,Π,-15,1402,Loss,2,1,5,2.5,16.0,71.0,-23,10,University of South Carolina A 8/12/2019,University of South Carolina A 8/12/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1105,Δ,8,1402,Win,2,1,5,2.5,16.0,71.0,-23,10,University of South Carolina A 8/12/2019,University of South Carolina A 8/12/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1105,Δ,-3,1402,Loss,2,1,5,2.5,16.0,71.0,-23,10,University of South Carolina A 8/12/2019,University of South Carolina A 8/12/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1282,Δ,-1,1402,Loss,2,1,5,2.5,16.0,71.0,-23,10,University of South Carolina A 8/12/2019,University of South Carolina A 8/12/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1282,Δ,-3,1402,Loss,2,1,5,2.5,16.0,71.0,-23,10,University of South Carolina A 8/12/2019,University of South Carolina A 8/12/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1337,Π,0,1402,Tie,2,1,5,2.5,16.0,71.0,-23,10,University of South Carolina A 8/12/2019,University of South Carolina A 8/12/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1337,Π,8,1402,Win,2,1,5,2.5,16.0,71.0,-23,10,University of South Carolina A 8/12/2019,University of South Carolina A 8/12/2019,False,False,False,False,,,,,,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1105,Π,31,1403,Win,4,0,4,4.0,18.5,78.0,43,9,University of South Carolina B,University of South Carolina B,False,False,False,False,,Dominic Mayo ,Witness,17,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1105,Π,14,1403,Win,4,0,4,4.0,18.5,78.0,43,9,University of South Carolina B,University of South Carolina B,False,False,False,False,,Dominic Mayo ,Witness,17,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1685,Δ,-6,1403,Loss,4,0,4,4.0,18.5,78.0,43,9,University of South Carolina B,University of South Carolina B,False,False,False,False,,Dominic Mayo ,Witness,17,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1685,Δ,11,1403,Win,4,0,4,4.0,18.5,78.0,43,9,University of South Carolina B,University of South Carolina B,False,False,False,False,,Dominic Mayo ,Witness,17,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1509,Δ,-4,1403,Loss,4,0,4,4.0,18.5,78.0,43,9,University of South Carolina B,University of South Carolina B,False,False,False,False,,Dominic Mayo ,Witness,17,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1509,Δ,-3,1403,Loss,4,0,4,4.0,18.5,78.0,43,9,University of South Carolina B,University of South Carolina B,False,False,False,False,,Dominic Mayo ,Witness,17,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1054,Π,9,1403,Win,4,0,4,4.0,18.5,78.0,43,9,University of South Carolina B,University of South Carolina B,False,False,False,False,,Dominic Mayo ,Witness,17,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1054,Π,-9,1403,Loss,4,0,4,4.0,18.5,78.0,43,9,University of South Carolina B,University of South Carolina B,False,False,False,False,,Dominic Mayo ,Witness,17,∆,,,,,,,,,,,,,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1999,Π,-2,1473,Loss,5,0,3,5.0,14.0,67.0,16,18,University of Alabama A 9/16/2019,University of Alabama A 9/16/2019,False,False,False,False,,Elissa Miller-Charlott,Witness,17,∆,Pranav Gandham Georgia Tec,Witness,17,∆,Maya Waltower Mercer Universit,Attorney,19,∏,Maya Waltower Mercer Universit,Attorney,19,∆,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1999,Π,3,1473,Win,5,0,3,5.0,14.0,67.0,16,18,University of Alabama A 9/16/2019,University of Alabama A 9/16/2019,False,False,False,False,,Elissa Miller-Charlott,Witness,17,∆,Pranav Gandham Georgia Tec,Witness,17,∆,Maya Waltower Mercer Universit,Attorney,19,∏,Maya Waltower Mercer Universit,Attorney,19,∆,2nd Annual Swamp Invitational Sponsored by Phelps Dunbar,University of Florida,"Gainesville, Florida","January 18, 2020","January 19, 2020",invitationals,2020,Laura Sjoberg,Will Warihay,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
