RoundNum,OppNum,Side,PD,TeamNum,Ballot_Result,TotalWins,TotalTies,TotalLosses,TotalBallots,TotalCS,TotalOCS,TotalPD,Rank,TeamName,OppName,EarnedBid,EarnedHonorableMention,WonSPAMTA,SPAMTAHonorableMention,SPAMTARanks,Student0,Role0,Ranks0,Side0,Student1,Role1,Ranks1,Side1,Student2,Role2,Ranks2,Side2,Student3,Role3,Ranks3,Side3,name,division,start_date,end_date,host,level,year,amta_rep_0,amta_rep_1,tab_note_0,tab_note_1
4,1382,Π,12,1158,Win,7,1,4,7.5,20.0,79.0,28,5,Miami University,Miami University,False,False,False,False,,Alex Block 1158,Witness,24,Δ,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1382,Δ,13,1205,Win,7,0,5,7.0,26.0,91.0,22,8,Furman University,Furman University,False,False,False,False,,Katherine Martin 1205,Witness,27,Π,Kiersty DeGroote 1205,Witness,24,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1382,Δ,5,1205,Win,7,0,5,7.0,26.0,91.0,22,8,Furman University,Furman University,False,False,False,False,,Katherine Martin 1205,Witness,27,Π,Kiersty DeGroote 1205,Witness,24,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1382,Δ,9,1205,Win,7,0,5,7.0,26.0,91.0,22,8,Furman University,Furman University,False,False,False,False,,Katherine Martin 1205,Witness,27,Π,Kiersty DeGroote 1205,Witness,24,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1545,Π,8,1205,Win,7,0,5,7.0,26.0,91.0,22,8,Furman University,Furman University,False,False,False,False,,Katherine Martin 1205,Witness,27,Π,Kiersty DeGroote 1205,Witness,24,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1545,Π,-5,1205,Loss,7,0,5,7.0,26.0,91.0,22,8,Furman University,Furman University,False,False,False,False,,Katherine Martin 1205,Witness,27,Π,Kiersty DeGroote 1205,Witness,24,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1545,Π,-8,1205,Loss,7,0,5,7.0,26.0,91.0,22,8,Furman University,Furman University,False,False,False,False,,Katherine Martin 1205,Witness,27,Π,Kiersty DeGroote 1205,Witness,24,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1254,Δ,4,1205,Win,7,0,5,7.0,26.0,91.0,22,8,Furman University,Furman University,False,False,False,False,,Katherine Martin 1205,Witness,27,Π,Kiersty DeGroote 1205,Witness,24,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1254,Δ,2,1205,Win,7,0,5,7.0,26.0,91.0,22,8,Furman University,Furman University,False,False,False,False,,Katherine Martin 1205,Witness,27,Π,Kiersty DeGroote 1205,Witness,24,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1254,Δ,-4,1205,Loss,7,0,5,7.0,26.0,91.0,22,8,Furman University,Furman University,False,False,False,False,,Katherine Martin 1205,Witness,27,Π,Kiersty DeGroote 1205,Witness,24,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1330,Π,2,1205,Win,7,0,5,7.0,26.0,91.0,22,8,Furman University,Furman University,False,False,False,False,,Katherine Martin 1205,Witness,27,Π,Kiersty DeGroote 1205,Witness,24,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1330,Π,-2,1205,Loss,7,0,5,7.0,26.0,91.0,22,8,Furman University,Furman University,False,False,False,False,,Katherine Martin 1205,Witness,27,Π,Kiersty DeGroote 1205,Witness,24,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1330,Π,-2,1205,Loss,7,0,5,7.0,26.0,91.0,22,8,Furman University,Furman University,False,False,False,False,,Katherine Martin 1205,Witness,27,Π,Kiersty DeGroote 1205,Witness,24,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1158,π,17,1212,Win,5,0,7,5.0,24.0,96.0,1,14,Tufts University,Tufts University,False,False,False,False,,Samanta Sokol (Hunter/Isaacs) 1212,Witness,29,Δ,Samanta Sokol (Hunter/Isaacs) 1212,Witness,24,Π,Nicholas Teleky 1212,Witness,22,Δ,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1158,π,-5,1212,Loss,5,0,7,5.0,24.0,96.0,1,14,Tufts University,Tufts University,False,False,False,False,,Samanta Sokol (Hunter/Isaacs) 1212,Witness,29,Δ,Samanta Sokol (Hunter/Isaacs) 1212,Witness,24,Π,Nicholas Teleky 1212,Witness,22,Δ,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1158,π,-26,1212,Loss,5,0,7,5.0,24.0,96.0,1,14,Tufts University,Tufts University,False,False,False,False,,Samanta Sokol (Hunter/Isaacs) 1212,Witness,29,Δ,Samanta Sokol (Hunter/Isaacs) 1212,Witness,24,Π,Nicholas Teleky 1212,Witness,22,Δ,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1138,Δ,-3,1212,Loss,5,0,7,5.0,24.0,96.0,1,14,Tufts University,Tufts University,False,False,False,False,,Samanta Sokol (Hunter/Isaacs) 1212,Witness,29,Δ,Samanta Sokol (Hunter/Isaacs) 1212,Witness,24,Π,Nicholas Teleky 1212,Witness,22,Δ,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1138,Δ,9,1212,Win,5,0,7,5.0,24.0,96.0,1,14,Tufts University,Tufts University,False,False,False,False,,Samanta Sokol (Hunter/Isaacs) 1212,Witness,29,Δ,Samanta Sokol (Hunter/Isaacs) 1212,Witness,24,Π,Nicholas Teleky 1212,Witness,22,Δ,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1138,Δ,12,1212,Win,5,0,7,5.0,24.0,96.0,1,14,Tufts University,Tufts University,False,False,False,False,,Samanta Sokol (Hunter/Isaacs) 1212,Witness,29,Δ,Samanta Sokol (Hunter/Isaacs) 1212,Witness,24,Π,Nicholas Teleky 1212,Witness,22,Δ,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1062,Π,-1,1212,Loss,5,0,7,5.0,24.0,96.0,1,14,Tufts University,Tufts University,False,False,False,False,,Samanta Sokol (Hunter/Isaacs) 1212,Witness,29,Δ,Samanta Sokol (Hunter/Isaacs) 1212,Witness,24,Π,Nicholas Teleky 1212,Witness,22,Δ,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1062,Π,-1,1212,Loss,5,0,7,5.0,24.0,96.0,1,14,Tufts University,Tufts University,False,False,False,False,,Samanta Sokol (Hunter/Isaacs) 1212,Witness,29,Δ,Samanta Sokol (Hunter/Isaacs) 1212,Witness,24,Π,Nicholas Teleky 1212,Witness,22,Δ,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1062,Π,-2,1212,Loss,5,0,7,5.0,24.0,96.0,1,14,Tufts University,Tufts University,False,False,False,False,,Samanta Sokol (Hunter/Isaacs) 1212,Witness,29,Δ,Samanta Sokol (Hunter/Isaacs) 1212,Witness,24,Π,Nicholas Teleky 1212,Witness,22,Δ,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1042,Δ,5,1212,Win,5,0,7,5.0,24.0,96.0,1,14,Tufts University,Tufts University,False,False,False,False,,Samanta Sokol (Hunter/Isaacs) 1212,Witness,29,Δ,Samanta Sokol (Hunter/Isaacs) 1212,Witness,24,Π,Nicholas Teleky 1212,Witness,22,Δ,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1042,Δ,3,1212,Win,5,0,7,5.0,24.0,96.0,1,14,Tufts University,Tufts University,False,False,False,False,,Samanta Sokol (Hunter/Isaacs) 1212,Witness,29,Δ,Samanta Sokol (Hunter/Isaacs) 1212,Witness,24,Π,Nicholas Teleky 1212,Witness,22,Δ,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1042,Δ,-7,1212,Loss,5,0,7,5.0,24.0,96.0,1,14,Tufts University,Tufts University,False,False,False,False,,Samanta Sokol (Hunter/Isaacs) 1212,Witness,29,Δ,Samanta Sokol (Hunter/Isaacs) 1212,Witness,24,Π,Nicholas Teleky 1212,Witness,22,Δ,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1320,Π,0,1243,Tie,5,2,5,6.0,21.0,79.0,25,4,University of Chicago,University of Chicago,False,False,False,False,,Mido Aly 1243,Witness,28,Π,Jeremy Gwozdz 1243,Witness,25,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1320,Π,-3,1243,Loss,5,2,5,6.0,21.0,79.0,25,4,University of Chicago,University of Chicago,False,False,False,False,,Mido Aly 1243,Witness,28,Π,Jeremy Gwozdz 1243,Witness,25,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1320,Π,-2,1243,Loss,5,2,5,6.0,21.0,79.0,25,4,University of Chicago,University of Chicago,False,False,False,False,,Mido Aly 1243,Witness,28,Π,Jeremy Gwozdz 1243,Witness,25,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1066,Δ,13,1243,Win,5,2,5,6.0,21.0,79.0,25,4,University of Chicago,University of Chicago,False,False,False,False,,Mido Aly 1243,Witness,28,Π,Jeremy Gwozdz 1243,Witness,25,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1066,Δ,-5,1243,Loss,5,2,5,6.0,21.0,79.0,25,4,University of Chicago,University of Chicago,False,False,False,False,,Mido Aly 1243,Witness,28,Π,Jeremy Gwozdz 1243,Witness,25,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1066,Δ,-1,1243,Loss,5,2,5,6.0,21.0,79.0,25,4,University of Chicago,University of Chicago,False,False,False,False,,Mido Aly 1243,Witness,28,Π,Jeremy Gwozdz 1243,Witness,25,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1344,Π,0,1243,Tie,5,2,5,6.0,21.0,79.0,25,4,University of Chicago,University of Chicago,False,False,False,False,,Mido Aly 1243,Witness,28,Π,Jeremy Gwozdz 1243,Witness,25,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1344,Π,8,1243,Win,5,2,5,6.0,21.0,79.0,25,4,University of Chicago,University of Chicago,False,False,False,False,,Mido Aly 1243,Witness,28,Π,Jeremy Gwozdz 1243,Witness,25,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1344,Π,11,1243,Win,5,2,5,6.0,21.0,79.0,25,4,University of Chicago,University of Chicago,False,False,False,False,,Mido Aly 1243,Witness,28,Π,Jeremy Gwozdz 1243,Witness,25,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1062,Δ,1,1243,Win,5,2,5,6.0,21.0,79.0,25,4,University of Chicago,University of Chicago,False,False,False,False,,Mido Aly 1243,Witness,28,Π,Jeremy Gwozdz 1243,Witness,25,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1062,Δ,7,1243,Win,5,2,5,6.0,21.0,79.0,25,4,University of Chicago,University of Chicago,False,False,False,False,,Mido Aly 1243,Witness,28,Π,Jeremy Gwozdz 1243,Witness,25,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1062,Δ,-4,1243,Loss,5,2,5,6.0,21.0,79.0,25,4,University of Chicago,University of Chicago,False,False,False,False,,Mido Aly 1243,Witness,28,Π,Jeremy Gwozdz 1243,Witness,25,Δ,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1443,Δ,-5,1254,Loss,6,0,6,6.0,19.0,69.0,22,2,Yale University,Yale University,False,False,False,False,,Allison Durkin (Hartman) 1254,Witness,23,Π,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1443,Δ,13,1254,Win,6,0,6,6.0,19.0,69.0,22,2,Yale University,Yale University,False,False,False,False,,Allison Durkin (Hartman) 1254,Witness,23,Π,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1443,Δ,8,1254,Win,6,0,6,6.0,19.0,69.0,22,2,Yale University,Yale University,False,False,False,False,,Allison Durkin (Hartman) 1254,Witness,23,Π,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1257,Π,-8,1254,Loss,6,0,6,6.0,19.0,69.0,22,2,Yale University,Yale University,False,False,False,False,,Allison Durkin (Hartman) 1254,Witness,23,Π,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1257,Π,9,1254,Win,6,0,6,6.0,19.0,69.0,22,2,Yale University,Yale University,False,False,False,False,,Allison Durkin (Hartman) 1254,Witness,23,Π,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
2,1257,Π,5,1254,Win,6,0,6,6.0,19.0,69.0,22,2,Yale University,Yale University,False,False,False,False,,Allison Durkin (Hartman) 1254,Witness,23,Π,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1205,Π,-4,1254,Loss,6,0,6,6.0,19.0,69.0,22,2,Yale University,Yale University,False,False,False,False,,Allison Durkin (Hartman) 1254,Witness,23,Π,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1205,Π,-2,1254,Loss,6,0,6,6.0,19.0,69.0,22,2,Yale University,Yale University,False,False,False,False,,Allison Durkin (Hartman) 1254,Witness,23,Π,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
3,1205,Π,4,1254,Win,6,0,6,6.0,19.0,69.0,22,2,Yale University,Yale University,False,False,False,False,,Allison Durkin (Hartman) 1254,Witness,23,Π,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1066,Δ,5,1254,Win,6,0,6,6.0,19.0,69.0,22,2,Yale University,Yale University,False,False,False,False,,Allison Durkin (Hartman) 1254,Witness,23,Π,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1066,Δ,-2,1254,Loss,6,0,6,6.0,19.0,69.0,22,2,Yale University,Yale University,False,False,False,False,,Allison Durkin (Hartman) 1254,Witness,23,Π,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
4,1066,Δ,-1,1254,Loss,6,0,6,6.0,19.0,69.0,22,2,Yale University,Yale University,False,False,False,False,,Allison Durkin (Hartman) 1254,Witness,23,Π,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
1,1330,Π,4,1257,Win,5,0,7,5.0,24.0,92.0,-8,15,Patrick Henry College,Patrick Henry College,False,False,False,False,,,,,,,,,,,,,,,,,,30th National Championship Tournament,The Professor William R. Eleazer Division,"April 11, 2014","April 13, 2014",the University of Central Florida and Stetson University College of Law,nationals,2014,"Mr. Justin Bernstein, Esq.","Mr. David Nelmark, Esq.",Opening coin flip: Tails. Lesser team number gets higher rank.,Round 3 coin flip: Tails. Even numbers are prosecution.
